Publisher Sales,,,,,,,,,,,31 March 2025,,,
,,,,,,,,,,,,,,
CLIC BCoW,,,,,,,,,,, 1 / 1,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,CLLC\KNKADMIN,,,
,,,,,,,,,,,,,,
Report Filters: Start Date: 01/03/25 End Date: 31/03/25,,,,,,,,,,,,,,
Imprint,Product No.,Product Description,,Customer,Pub Date,Pub Price,Current Inventory,Quantity,Gross Value,Net Value,,Sales Discount,Pay-to Publisher,BCW Commission
,,,,,,,,,,,,,,
ATEB1 Atebol,,,,,,,,,,,,,,
Atebol,9781801060882,LLYFR LLIWIO HUD - AR Y FFERM / COL,,SAIN - SIOP NA-NOG,31/05/2023,7.99,-2,1,7.99,5.33,,33.33,4.39,0.94
Atebol,9781801060882,LLYFR LLIWIO HUD - AR Y FFERM / COL,,Llên Llŷn,31/05/2023,7.99,-2,2,15.98,10.65,,33.33,8.78,1.87
Atebol,9781801060882,LLYFR LLIWIO HUD - AR Y FFERM / COL,,SIOP INC,31/05/2023,7.99,-2,3,23.97,15.98,,33.33,13.17,2.81
Atebol,9781801060882,LLYFR LLIWIO HUD - AR Y FFERM / COL,,CABAN,31/05/2023,7.99,-2,1,7.99,5.33,,33.33,4.39,0.94
Atebol,9781801060882,LLYFR LLIWIO HUD - AR Y FFERM / COL,,SIOP Y PENTAN,31/05/2023,7.99,-2,3,23.97,15.98,,33.33,13.17,2.81
Atebol,9781801060929,1000 GEIRIAU CYNTAF / FIRST 1000 WO,,SIOP EIFIONYDD (LLYFRAU),22/06/2021,9.99,93,1,9.99,6.66,,33.33,5.49,1.17
Atebol,9781801060929,1000 GEIRIAU CYNTAF / FIRST 1000 WO,,AMAZON,22/06/2021,9.99,93,5,49.95,31.45,,37.04,25.91,5.54
Atebol,9781801060929,1000 GEIRIAU CYNTAF / FIRST 1000 WO,,EVES TOY SHOP,22/06/2021,9.99,93,2,19.98,13.32,,33.33,10.98,2.34
Atebol,9781801060929,1000 GEIRIAU CYNTAF / FIRST 1000 WO,,SAIN - SIOP NA-NOG,22/06/2021,9.99,93,1,9.99,6.66,,33.33,5.49,1.17
Atebol,9781801060929,1000 GEIRIAU CYNTAF / FIRST 1000 WO,,SAIN - SIOP NA-NOG,22/06/2021,9.99,93,1,9.99,6.66,,33.33,5.49,1.17
Atebol,9781801060929,1000 GEIRIAU CYNTAF / FIRST 1000 WO,,SAIN - SIOP NA-NOG,22/06/2021,9.99,93,2,19.98,13.32,,33.33,10.98,2.34
Atebol,9781801060929,1000 GEIRIAU CYNTAF / FIRST 1000 WO,,WATERSTONE'S BOOK HUB-SORTER,22/06/2021,9.99,93,1,9.99,6.49,,35.00,5.35,1.14
Atebol,9781801061001,Jig-so Bywyd Gwyllt yr Arctig (10.99),,GWALES.COM,16/07/2021,9.16,18,1,9.16,6.11,,33.33,5.03,1.08
Atebol,9781801061056,DWEUD YR AMSER GYDA CADI A JAC/ TEL,,SIOP EIFIONYDD (LLYFRAU),15/11/2021,9.99,51,1,9.99,6.66,,33.33,5.49,1.17
Atebol,9781801061056,DWEUD YR AMSER GYDA CADI A JAC/ TEL,,WATERSTONE'S BOOK HUB-SORTER,15/11/2021,9.99,51,1,9.99,6.49,,35.00,5.35,1.14
Atebol,9781801061056,DWEUD YR AMSER GYDA CADI A JAC/ TEL,,DDRAIG AUR/GOLDEN DRAGON,15/11/2021,9.99,51,3,29.97,19.98,,33.33,16.46,3.52
Atebol,9781801061056,DWEUD YR AMSER GYDA CADI A JAC/ TEL,,EVES TOY SHOP,15/11/2021,9.99,51,3,29.97,19.98,,33.33,16.46,3.52
Atebol,9781801061056,DWEUD YR AMSER GYDA CADI A JAC/ TEL,,SIOP Y PENTAN,15/11/2021,9.99,51,1,9.99,6.66,,33.33,5.49,1.17
Atebol,9781801061056,DWEUD YR AMSER GYDA CADI A JAC/ TEL,,PALAS PRINT,15/11/2021,9.99,51,1,9.99,6.66,,33.33,5.49,1.17
Atebol,9781801061056,DWEUD YR AMSER GYDA CADI A JAC/ TEL,,SIOP EIFIONYDD (LLYFRAU),15/11/2021,9.99,51,1,9.99,6.66,,33.33,5.49,1.17
Atebol,9781801061056,DWEUD YR AMSER GYDA CADI A JAC/ TEL,,THE GOLDEN SHEAF GALLERY LTD,15/11/2021,9.99,51,3,29.97,19.98,,33.33,16.46,3.52
Atebol,9781801061056,DWEUD YR AMSER GYDA CADI A JAC/ TEL,,ELFAIR,15/11/2021,9.99,51,1,9.99,6.66,,33.33,5.49,1.17
Atebol,9781801061056,DWEUD YR AMSER GYDA CADI A JAC/ TEL,,SAIN - SIOP NA-NOG,15/11/2021,9.99,51,2,19.98,13.32,,33.33,10.98,2.34
Atebol,9781801061056,DWEUD YR AMSER GYDA CADI A JAC/ TEL,,SIOP Y PENTAN,15/11/2021,9.99,51,2,19.98,13.32,,33.33,10.98,2.34
Atebol,9781801061056,DWEUD YR AMSER GYDA CADI A JAC/ TEL,,MEIRION MILL WOOLLEN CENT.LTD,15/11/2021,9.99,51,1,9.99,6.66,,33.33,5.49,1.17
Atebol,9781801061056,DWEUD YR AMSER GYDA CADI A JAC/ TEL,,CYFOES LLANDEILO,15/11/2021,9.99,51,-1,-9.99,-6.66,,33.33,-5.49,-1.17
Atebol,9781801061070,HELP GYDA GWAITH CARTREF - YSGRIFEN,,AWEN MEIRION,05/03/2021,4.99,151,2,9.98,6.65,,33.33,5.48,1.17
Atebol,9781801061070,HELP GYDA GWAITH CARTREF - YSGRIFEN,,AMAZON,05/03/2021,4.99,151,2,9.98,6.28,,37.07,5.17,1.11
Atebol,9781801061100,FY LLYFR GEIRIAU CYMRAEG � MY FIRST,,LEEKES,13/11/2021,9.99,78,1,9.99,6.66,,33.33,5.49,1.17
Atebol,9781801061100,FY LLYFR GEIRIAU CYMRAEG � MY FIRST,,AMAZON,13/11/2021,9.99,78,1,9.99,6.29,,37.00,5.18,1.11
Atebol,9781801061100,FY LLYFR GEIRIAU CYMRAEG � MY FIRST,,DDRAIG AUR/GOLDEN DRAGON,13/11/2021,9.99,78,5,49.95,33.30,,33.33,27.44,5.86
Atebol,9781801061100,FY LLYFR GEIRIAU CYMRAEG � MY FIRST,,EVES TOY SHOP,13/11/2021,9.99,78,4,39.96,26.64,,33.33,21.95,4.69
Atebol,9781801061100,FY LLYFR GEIRIAU CYMRAEG � MY FIRST,,GWISGO BOOKWORM,13/11/2021,9.99,78,1,9.99,6.66,,33.33,5.49,1.17
Atebol,9781801061100,FY LLYFR GEIRIAU CYMRAEG � MY FIRST,,LEEKES,13/11/2021,9.99,78,1,9.99,6.66,,33.33,5.49,1.17
Atebol,9781801061100,FY LLYFR GEIRIAU CYMRAEG � MY FIRST,,CANT A MIL,13/11/2021,9.99,78,5,49.95,33.30,,33.33,27.44,5.86
Atebol,9781801061483,DW I'N BRIL,,CYFOES,03/12/2021,8.99,18,1,8.99,5.99,,33.33,4.94,1.05
Atebol,9781801061490,POPETH AM AMRYWIAETH / ALL ABOUT DI,,SAIN - SIOP NA-NOG,23/11/2021,9.99,28,1,9.99,6.66,,33.33,5.49,1.17
Atebol,9781801061490,POPETH AM AMRYWIAETH / ALL ABOUT DI,,SAIN - SIOP NA-NOG,23/11/2021,9.99,28,1,9.99,6.66,,33.33,5.49,1.17
Atebol,9781801061490,POPETH AM AMRYWIAETH / ALL ABOUT DI,,SAIN - SIOP NA-NOG,23/11/2021,9.99,28,1,9.99,6.66,,33.33,5.49,1.17
Atebol,9781801061490,POPETH AM AMRYWIAETH / ALL ABOUT DI,,TEGANNAU ALBATROS TOYS,23/11/2021,9.99,28,-1,-9.99,-6.66,,33.33,-5.49,-1.17
Atebol,9781801061490,POPETH AM AMRYWIAETH / ALL ABOUT DI,,CYFOES LLANDEILO,23/11/2021,9.99,28,-1,-9.99,-6.66,,33.33,-5.49,-1.17
Atebol,9781801061582,LEGO CITY: SAFLE ADEILADU/BUILDING,,J S PETERS & SON,28/02/2022,7.99,23,3,23.97,15.98,,33.33,13.17,2.81
Atebol,9781801061582,LEGO CITY: SAFLE ADEILADU/BUILDING,,SAIN - SIOP NA-NOG,28/02/2022,7.99,23,1,7.99,5.33,,33.33,4.39,0.94
Atebol,9781801061582,LEGO CITY: SAFLE ADEILADU/BUILDING,,SIOP INC,28/02/2022,7.99,23,1,7.99,5.33,,33.33,4.39,0.94
Atebol,9781801061599,"LEGO CITY: ORSAF DAN, YR",,J S PETERS & SON,28/02/2022,7.99,21,5,39.95,26.63,,33.33,21.94,4.69
Atebol,9781801061599,"LEGO CITY: ORSAF DAN, YR",,SAIN - SIOP NA-NOG,28/02/2022,7.99,21,1,7.99,5.33,,33.33,4.39,0.94
Atebol,9781801061599,"LEGO CITY: ORSAF DAN, YR",,SIOP INC,28/02/2022,7.99,21,1,7.99,5.33,,33.33,4.39,0.94
Atebol,9781801061629,WEITHIAU DWI'N GANDRYLL/ SOMETI,,TEGANNAU ALBATROS TOYS,24/12/2021,12.99,61,-3,-38.97,-25.98,,33.33,-21.41,-4.57
Atebol,9781801061773,GEMAU'R PAROT PIWS PECYN 5,,SIOP Y PENTAN,01/04/2022,19.99,1,1,19.99,13.33,,33.33,10.98,2.35
Atebol,9781801061827,SARA A'R STRANC,,PALAS PRINT,03/02/2023,6.99,111,1,6.99,4.66,,33.33,3.84,0.82
Atebol,9781801061827,SARA A'R STRANC,,ELFAIR,03/02/2023,6.99,111,1,6.99,4.66,,33.33,3.84,0.82
Atebol,9781801061827,SARA A'R STRANC,,TEGANNAU ALBATROS TOYS,03/02/2023,6.99,111,-1,-6.99,-4.66,,33.33,-3.84,-0.82
Atebol,9781801061834,PECYN Y GWNINGEN A'R ARTH,,ELFAIR,30/07/2021,17.99,2,1,17.99,11.99,,33.33,9.88,2.11
Atebol,9781801061834,PECYN Y GWNINGEN A'R ARTH,,TEGANNAU ALBATROS TOYS,30/07/2021,17.99,2,-2,-35.98,-23.99,,33.33,-19.77,-4.22
Atebol,9781801061858,HELO HELO HELO: MAGI ANN-CAM PERO,,AERON BOOKSELLERS,20/10/2023,3.99,51,2,7.98,5.32,,33.33,4.38,0.94
Atebol,9781801061865,Y PARTI: MAGI ANN - CAM PERO,,AERON BOOKSELLERS,23/10/2023,3.99,25,2,7.98,5.32,,33.33,4.38,0.94
Atebol,9781801061865,Y PARTI: MAGI ANN - CAM PERO,,SIOP INC,23/10/2023,3.99,25,2,7.98,5.32,,33.33,4.38,0.94
Atebol,9781801061872,BLE MAE HET MAGI ANN? CAM PERO,,AERON BOOKSELLERS,23/10/2023,3.99,27,2,7.98,5.32,,33.33,4.38,0.94
Atebol,9781801061872,BLE MAE HET MAGI ANN? CAM PERO,,SIOP INC,23/10/2023,3.99,27,2,7.98,5.32,,33.33,4.38,0.94
Atebol,9781801061889,SELSIG: MAGI ANN - CAM PERO,,AERON BOOKSELLERS,23/10/2023,3.99,40,2,7.98,5.32,,33.33,4.38,0.94
Atebol,9781801061896,DOLI : MAGI ANN CAM PERO,,AERON BOOKSELLERS,23/10/2023,3.99,47,2,7.98,5.32,,33.33,4.38,0.94
Atebol,9781801061902,CNOC CNOC CNOC:MAGI ANN CAM PERO,,AERON BOOKSELLERS,23/10/2023,3.99,41,1,3.99,2.66,,33.33,2.19,0.47
Atebol,9781801061902,CNOC CNOC CNOC:MAGI ANN CAM PERO,,SIOP INC,23/10/2023,3.99,41,2,7.98,5.32,,33.33,4.38,0.94
Atebol,9781801061919,MAE MAGI ANN YN OER: CAM PERO,,AERON BOOKSELLERS,23/10/2023,3.99,41,2,7.98,5.32,,33.33,4.38,0.94
Atebol,9781801061926,TY MAGI ANN: MAGI ANN - CAM PERO,,AERON BOOKSELLERS,23/10/2023,3.99,34,2,7.98,5.32,,33.33,4.38,0.94
Atebol,9781801061926,TY MAGI ANN: MAGI ANN - CAM PERO,,SIOP INC,23/10/2023,3.99,34,2,7.98,5.32,,33.33,4.38,0.94
Atebol,9781801061933,PWY SYDD YNA? MAGI ANN-CAM PERO,,AERON BOOKSELLERS,23/10/2023,3.99,44,2,7.98,5.32,,33.33,4.38,0.94
Atebol,9781801062053,SAWL BWCI BO? / HOW MANY BWCI BOS?,,AMAZON,28/02/2022,6.99,39,1,6.99,4.40,,37.00,3.63,0.77
Atebol,9781801062053,SAWL BWCI BO? / HOW MANY BWCI BOS?,,PALAS PRINT,28/02/2022,6.99,39,1,6.99,4.66,,33.33,3.84,0.82
Atebol,9781801062053,SAWL BWCI BO? / HOW MANY BWCI BOS?,,TEGANNAU ALBATROS TOYS,28/02/2022,6.99,39,-2,-13.98,-9.32,,33.33,-7.68,-1.64
Atebol,9781801062084,SMOT YN MYND I'R YSGOL: CYFRES SMOT,,PALAS PRINT,25/03/2022,6.99,87,1,6.99,4.66,,33.33,3.84,0.82
Atebol,9781801062084,SMOT YN MYND I'R YSGOL: CYFRES SMOT,,SI-LWLI CYMRU CYF,25/03/2022,6.99,87,1,6.99,4.66,,33.33,3.84,0.82
Atebol,9781801062084,SMOT YN MYND I'R YSGOL: CYFRES SMOT,,CYFOES LLANDEILO,25/03/2022,6.99,87,1,6.99,4.66,,33.33,3.84,0.82
Atebol,9781801062084,SMOT YN MYND I'R YSGOL: CYFRES SMOT,,AMAZON,25/03/2022,6.99,87,1,6.99,4.40,,37.00,3.63,0.77
Atebol,9781801062084,SMOT YN MYND I'R YSGOL: CYFRES SMOT,,JNH SWANSEA LTD,25/03/2022,6.99,87,2,13.98,9.32,,33.33,7.68,1.64
Atebol,9781801062084,SMOT YN MYND I'R YSGOL: CYFRES SMOT,,SAIN - SIOP NA-NOG,25/03/2022,6.99,87,1,6.99,4.66,,33.33,3.84,0.82
Atebol,9781801062084,SMOT YN MYND I'R YSGOL: CYFRES SMOT,,SAIN - SIOP NA-NOG,25/03/2022,6.99,87,1,6.99,4.66,,33.33,3.84,0.82
Atebol,9781801062084,SMOT YN MYND I'R YSGOL: CYFRES SMOT,,AERON BOOKSELLERS,25/03/2022,6.99,87,2,13.98,9.32,,33.33,7.68,1.64
Atebol,9781801062084,SMOT YN MYND I'R YSGOL: CYFRES SMOT,,CWTSH GLOYN,25/03/2022,6.99,87,2,13.98,9.32,,33.33,7.68,1.64
Atebol,9781801062084,SMOT YN MYND I'R YSGOL: CYFRES SMOT,,TECHNIQUEST ENTERPRISED LTD,25/03/2022,6.99,87,2,13.98,9.32,,33.33,7.68,1.64
Atebol,9781801062084,SMOT YN MYND I'R YSGOL: CYFRES SMOT,,WATERSTONE'S BOOK HUB-SORTER,25/03/2022,6.99,87,1,6.99,4.54,,35.00,3.74,0.80
Atebol,9781801062084,SMOT YN MYND I'R YSGOL: CYFRES SMOT,,SIOP Y SISWRN,25/03/2022,6.99,87,2,13.98,9.32,,33.33,7.68,1.64
Atebol,9781801062084,SMOT YN MYND I'R YSGOL: CYFRES SMOT,,CYFOES,25/03/2022,6.99,87,1,6.99,4.66,,33.33,3.84,0.82
Atebol,9781801062084,SMOT YN MYND I'R YSGOL: CYFRES SMOT,,CYFOES LLANDEILO,25/03/2022,6.99,87,-1,-6.99,-4.66,,33.33,-3.84,-0.82
Atebol,9781801062091,PARTI PEN BLWYDD SMOT,,SI-LWLI CYMRU CYF,25/03/2022,6.99,90,1,6.99,4.66,,33.33,3.84,0.82
Atebol,9781801062091,PARTI PEN BLWYDD SMOT,,SAIN - SIOP NA-NOG,25/03/2022,6.99,90,1,6.99,4.66,,33.33,3.84,0.82
Atebol,9781801062091,PARTI PEN BLWYDD SMOT,,BYS A BAWD,25/03/2022,6.99,90,1,6.99,4.66,,33.33,3.84,0.82
Atebol,9781801062091,PARTI PEN BLWYDD SMOT,,AMAZON,25/03/2022,6.99,90,4,27.96,17.60,,37.05,14.50,3.10
Atebol,9781801062091,PARTI PEN BLWYDD SMOT,,WATERSTONE'S BOOK HUB-SORTER,25/03/2022,6.99,90,1,6.99,4.54,,35.00,3.74,0.80
Atebol,9781801062091,PARTI PEN BLWYDD SMOT,,SAIN - SIOP NA-NOG,25/03/2022,6.99,90,1,6.99,4.66,,33.33,3.84,0.82
Atebol,9781801062091,PARTI PEN BLWYDD SMOT,,AERON BOOKSELLERS,25/03/2022,6.99,90,2,13.98,9.32,,33.33,7.68,1.64
Atebol,9781801062091,PARTI PEN BLWYDD SMOT,,CWTSH GLOYN,25/03/2022,6.99,90,2,13.98,9.32,,33.33,7.68,1.64
Atebol,9781801062091,PARTI PEN BLWYDD SMOT,,STYLEGARDENS LTD,25/03/2022,6.99,90,1,6.99,4.66,,33.33,3.84,0.82
Atebol,9781801062091,PARTI PEN BLWYDD SMOT,,CYFOES,25/03/2022,6.99,90,1,6.99,4.66,,33.33,3.84,0.82
Atebol,9781801062091,PARTI PEN BLWYDD SMOT,,TEGANNAU ALBATROS TOYS,25/03/2022,6.99,90,-3,-20.97,-13.98,,33.33,-11.52,-2.46
Atebol,9781801062114,LLYFR STICERI CADI A JAC STICKER BO,,SAIN - SIOP NA-NOG,07/02/2022,5.99,59,1,5.99,3.99,,33.33,3.29,0.70
Atebol,9781801062114,LLYFR STICERI CADI A JAC STICKER BO,,SIOP CLWYD,07/02/2022,5.99,59,1,5.99,3.99,,33.33,3.29,0.70
Atebol,9781801062114,LLYFR STICERI CADI A JAC STICKER BO,,GIFTS OF WALES LTD,07/02/2022,5.99,59,1,5.99,3.99,,33.33,3.29,0.70
Atebol,9781801062114,LLYFR STICERI CADI A JAC STICKER BO,,PEN'RALLT GALLERY BOOKSHOP,07/02/2022,5.99,59,2,11.98,7.99,,33.33,6.58,1.41
Atebol,9781801062114,LLYFR STICERI CADI A JAC STICKER BO,,SIOP CWLWM,07/02/2022,5.99,59,1,5.99,3.99,,33.33,3.29,0.70
Atebol,9781801062114,LLYFR STICERI CADI A JAC STICKER BO,,WATERSTONE'S BOOK HUB-SORTER,07/02/2022,5.99,59,1,5.99,3.89,,35.00,3.21,0.68
Atebol,9781801062114,LLYFR STICERI CADI A JAC STICKER BO,,AWEN TEIFI,07/02/2022,5.99,59,1,5.99,3.99,,33.33,3.29,0.70
Atebol,9781801062114,LLYFR STICERI CADI A JAC STICKER BO,,KAREN'S BOOKSHOP USBORNE,07/02/2022,5.99,59,1,5.99,3.99,,33.33,3.29,0.70
Atebol,9781801062114,LLYFR STICERI CADI A JAC STICKER BO,,AWEN MENAI,07/02/2022,5.99,59,2,11.98,7.99,,33.33,6.58,1.41
Atebol,9781801062220,JIGSO SALI MALI Y TYMHORAU (8.99),,JENNA PILE,21/07/2023,7.49,89,5,37.45,24.97,,33.33,20.58,4.39
Atebol,9781801062220,JIGSO SALI MALI Y TYMHORAU (8.99),,DDRAIG AUR/GOLDEN DRAGON,21/07/2023,7.49,89,5,37.45,24.97,,33.33,20.58,4.39
Atebol,9781801062220,JIGSO SALI MALI Y TYMHORAU (8.99),,AWEN MEIRION,21/07/2023,7.49,89,1,7.49,4.99,,33.33,4.11,0.88
Atebol,9781801062220,JIGSO SALI MALI Y TYMHORAU (8.99),,BROWSERS BOOKSHOP,21/07/2023,7.49,89,1,7.49,4.99,,33.33,4.11,0.88
Atebol,9781801062220,JIGSO SALI MALI Y TYMHORAU (8.99),,PALAS PRINT,21/07/2023,7.49,89,1,7.49,4.99,,33.33,4.11,0.88
Atebol,9781801062220,JIGSO SALI MALI Y TYMHORAU (8.99),,GWALES.COM,21/07/2023,7.49,89,1,7.49,4.99,,33.33,4.11,0.88
Atebol,9781801062220,JIGSO SALI MALI Y TYMHORAU (8.99),,LEEKES,21/07/2023,7.49,89,1,7.49,4.99,,33.33,4.11,0.88
Atebol,9781801062220,JIGSO SALI MALI Y TYMHORAU (8.99),,AWEN MEIRION,21/07/2023,7.49,89,1,7.49,4.99,,33.33,4.11,0.88
Atebol,9781801062220,JIGSO SALI MALI Y TYMHORAU (8.99),,CYFOES LLANDEILO,21/07/2023,7.49,89,1,7.49,4.99,,33.33,4.11,0.88
Atebol,9781801062220,JIGSO SALI MALI Y TYMHORAU (8.99),,TEGANNAU ALBATROS TOYS,21/07/2023,7.49,89,-2,-14.98,-9.99,,33.33,-8.23,-1.76
Atebol,9781801062244,HOW DO I KNOW YOU LOVE ME?,,DDRAIG AUR/GOLDEN DRAGON,22/03/2022,6.99,88,10,69.90,46.60,,33.33,38.40,8.20
Atebol,9781801062268,NADOLIG CAE BERLLAN - CODI FFLAP,,GIFTS OF WALES LTD,22/09/2022,10.99,10,-1,-10.99,-7.33,,33.33,-6.04,-1.29
Atebol,9781801062305,ROR! ROR! DEINOSOR YDW I!,,AMAZON,01/03/2023,6.99,64,1,6.99,4.40,,37.00,3.63,0.77
Atebol,9781801062305,ROR! ROR! DEINOSOR YDW I!,,VICTORIA BOOKSHOP LIMITED,01/03/2023,6.99,64,1,6.99,4.66,,33.33,3.84,0.82
Atebol,9781801062305,ROR! ROR! DEINOSOR YDW I!,,LITTLE LINGUIST LTD,01/03/2023,6.99,64,1,6.99,4.66,,33.33,3.84,0.82
Atebol,9781801062305,ROR! ROR! DEINOSOR YDW I!,,SAIN - SIOP NA-NOG,01/03/2023,6.99,64,1,6.99,4.66,,33.33,3.84,0.82
Atebol,9781801062305,ROR! ROR! DEINOSOR YDW I!,,LEEKES,01/03/2023,6.99,64,1,6.99,4.66,,33.33,3.84,0.82
Atebol,9781801062305,ROR! ROR! DEINOSOR YDW I!,,SAIN - SIOP NA-NOG,01/03/2023,6.99,64,1,6.99,4.66,,33.33,3.84,0.82
Atebol,9781801062305,ROR! ROR! DEINOSOR YDW I!,,LEEKES,01/03/2023,6.99,64,1,6.99,4.66,,33.33,3.84,0.82
Atebol,9781801062305,ROR! ROR! DEINOSOR YDW I!,,CYFOES,01/03/2023,6.99,64,1,6.99,4.66,,33.33,3.84,0.82
Atebol,9781801062312,Cyfrinach y Bwgan Brain (Cae Berllan),,SIOP CLWYD,07/10/2022,4.99,63,1,4.99,3.33,,33.33,2.74,0.59
Atebol,9781801062312,Cyfrinach y Bwgan Brain (Cae Berllan),,AWEN TEIFI,07/10/2022,4.99,63,2,9.98,6.65,,33.33,5.48,1.17
Atebol,9781801062312,Cyfrinach y Bwgan Brain (Cae Berllan),,ELFAIR,07/10/2022,4.99,63,1,4.99,3.33,,33.33,2.74,0.59
